              X,              Y,
0.00000000e+000,8.36563000e-002,0.00000000e+000,8.36563000e-002,0.00000000e+000,8.36563000e-002,
1.75000000e-001,7.92948000e-002,1.75000000e-001,7.92948000e-002,1.75000000e-001,7.92948000e-002,
3.50000000e-001,8.17084000e-002,3.50000000e-001,8.17084000e-002,3.50000000e-001,8.17084000e-002,
5.25000000e-001,8.47624000e-002,5.25000000e-001,8.47624000e-002,5.25000000e-001,8.47624000e-002,
7.00000000e-001,8.75048000e-002,7.00000000e-001,8.75048000e-002,7.00000000e-001,8.75048000e-002,
8.75000000e-001,9.02173000e-002,8.75000000e-001,9.02173000e-002,8.75000000e-001,9.02173000e-002,
1.05000000e+000,9.30331000e-002,1.05000000e+000,9.30331000e-002,1.05000000e+000,9.30331000e-002,
1.22500000e+000,9.59278000e-002,1.22500000e+000,9.59278000e-002,1.22500000e+000,9.59278000e-002,
1.40000000e+000,9.88784000e-002,1.40000000e+000,9.88784000e-002,1.40000000e+000,9.88784000e-002,
1.57500000e+000,1.01877000e-001,1.57500000e+000,1.01877000e-001,1.57500000e+000,1.01877000e-001,
1.75000000e+000,1.04918000e-001,1.75000000e+000,1.04918000e-001,1.75000000e+000,1.04918000e-001,
1.92500000e+000,1.07998000e-001,1.92500000e+000,1.07998000e-001,1.92500000e+000,1.07998000e-001,
2.10000000e+000,1.11112000e-001,2.10000000e+000,1.11112000e-001,2.10000000e+000,1.11112000e-001,
2.27500000e+000,1.14252000e-001,2.27500000e+000,1.14252000e-001,2.27500000e+000,1.14252000e-001,
2.45000000e+000,1.17413000e-001,2.45000000e+000,1.17413000e-001,2.45000000e+000,1.17413000e-001,
2.62500000e+000,1.20589000e-001,2.62500000e+000,1.20589000e-001,2.62500000e+000,1.20589000e-001,
2.80000000e+000,1.23770000e-001,2.80000000e+000,1.23770000e-001,2.80000000e+000,1.23770000e-001,
2.97500000e+000,1.26948000e-001,2.97500000e+000,1.26948000e-001,2.97500000e+000,1.26948000e-001,
3.15000000e+000,1.30114000e-001,3.15000000e+000,1.30114000e-001,3.15000000e+000,1.30114000e-001,
3.32500000e+000,1.33258000e-001,3.32500000e+000,1.33258000e-001,3.32500000e+000,1.33258000e-001,
3.50000000e+000,1.36366000e-001,3.50000000e+000,1.36366000e-001,3.50000000e+000,1.36366000e-001,
3.67500000e+000,1.39427000e-001,3.67500000e+000,1.39427000e-001,3.67500000e+000,1.39427000e-001,
3.85000000e+000,1.42426000e-001,3.85000000e+000,1.42426000e-001,3.85000000e+000,1.42426000e-001,
4.02500000e+000,1.45347000e-001,4.02500000e+000,1.45347000e-001,4.02500000e+000,1.45347000e-001,
4.20000000e+000,1.48173000e-001,4.20000000e+000,1.48173000e-001,4.20000000e+000,1.48173000e-001,
4.37500000e+000,1.50885000e-001,4.37500000e+000,1.50885000e-001,4.37500000e+000,1.50885000e-001,
4.55000000e+000,1.53463000e-001,4.55000000e+000,1.53463000e-001,4.55000000e+000,1.53463000e-001,
4.72500000e+000,1.55883000e-001,4.72500000e+000,1.55883000e-001,4.72500000e+000,1.55883000e-001,
4.90000000e+000,1.58122000e-001,4.90000000e+000,1.58122000e-001,4.90000000e+000,1.58122000e-001,
5.07500000e+000,1.60151000e-001,5.07500000e+000,1.60151000e-001,5.07500000e+000,1.60151000e-001,
5.25000000e+000,1.61943000e-001,5.25000000e+000,1.61943000e-001,5.25000000e+000,1.61943000e-001,
5.42500000e+000,1.63465000e-001,5.42500000e+000,1.63465000e-001,5.42500000e+000,1.63465000e-001,
5.60000000e+000,1.64683000e-001,5.60000000e+000,1.64683000e-001,5.60000000e+000,1.64683000e-001,
5.77500000e+000,1.65559000e-001,5.77500000e+000,1.65559000e-001,5.77500000e+000,1.65559000e-001,
5.95000000e+000,1.66052000e-001,5.95000000e+000,1.66052000e-001,5.95000000e+000,1.66052000e-001,
6.12500000e+000,1.66119000e-001,6.12500000e+000,1.66119000e-001,6.12500000e+000,1.66119000e-001,
6.30000000e+000,1.65712000e-001,6.30000000e+000,1.65712000e-001,6.30000000e+000,1.65712000e-001,
6.47500000e+000,1.64779000e-001,6.47500000e+000,1.64779000e-001,6.47500000e+000,1.64779000e-001,
6.65000000e+000,1.63266000e-001,6.65000000e+000,1.63266000e-001,6.65000000e+000,1.63266000e-001,
6.82500000e+000,1.61112000e-001,6.82500000e+000,1.61112000e-001,6.82500000e+000,1.61112000e-001,
7.00000000e+000,1.58254000e-001,7.00000000e+000,1.58254000e-001,7.00000000e+000,1.58254000e-001,
7.17500000e+000,1.54622000e-001,7.17500000e+000,1.54622000e-001,7.17500000e+000,1.54622000e-001,
7.35000000e+000,1.50142000e-001,7.35000000e+000,1.50142000e-001,7.35000000e+000,1.50142000e-001,
7.52500000e+000,1.44733000e-001,7.52500000e+000,1.44733000e-001,7.52500000e+000,1.44733000e-001,
7.70000000e+000,1.38310000e-001,7.70000000e+000,1.38310000e-001,7.70000000e+000,1.38310000e-001,
7.87500000e+000,1.30782000e-001,7.87500000e+000,1.30782000e-001,7.87500000e+000,1.30782000e-001,
8.05000000e+000,1.22050000e-001,8.05000000e+000,1.22050000e-001,8.05000000e+000,1.22050000e-001,
8.22500000e+000,1.12010000e-001,8.22500000e+000,1.12010000e-001,8.22500000e+000,1.12010000e-001,
8.40000000e+000,1.00549000e-001,8.40000000e+000,1.00549000e-001,8.40000000e+000,1.00549000e-001,
8.57500000e+000,8.75478000e-002,8.57500000e+000,8.75478000e-002,8.57500000e+000,8.75478000e-002,
8.75000000e+000,7.28791000e-002,8.75000000e+000,7.28791000e-002,8.75000000e+000,7.28791000e-002,
8.92500000e+000,5.64081000e-002,8.92500000e+000,5.64081000e-002,8.92500000e+000,5.64081000e-002,
9.10000000e+000,3.79913000e-002,9.10000000e+000,3.79913000e-002,9.10000000e+000,3.79913000e-002,
9.27500000e+000,1.74767000e-002,9.27500000e+000,1.74767000e-002,9.27500000e+000,1.74767000e-002,
9.45000000e+000,-5.29652000e-003,9.45000000e+000,-5.29652000e-003,9.45000000e+000,-5.29652000e-003,
9.62500000e+000,-3.04982000e-002,9.62500000e+000,-3.04982000e-002,9.62500000e+000,-3.04982000e-002,
9.80000000e+000,-5.83074000e-002,9.80000000e+000,-5.83074000e-002,9.80000000e+000,-5.83074000e-002,
9.97500000e+000,-8.89122000e-002,9.97500000e+000,-8.89122000e-002,9.97500000e+000,-8.89122000e-002,
1.01500000e+001,-1.22510000e-001,1.01500000e+001,-1.22510000e-001,1.01500000e+001,-1.22510000e-001,
1.03250000e+001,-1.59307000e-001,1.03250000e+001,-1.59307000e-001,1.03250000e+001,-1.59307000e-001,
1.05000000e+001,-1.99518000e-001,1.05000000e+001,-1.99518000e-001,1.05000000e+001,-1.99518000e-001,
1.06750000e+001,-2.43368000e-001,1.06750000e+001,-2.43368000e-001,1.06750000e+001,-2.43368000e-001,
1.08500000e+001,-2.91088000e-001,1.08500000e+001,-2.91088000e-001,1.08500000e+001,-2.91088000e-001,
1.10250000e+001,-3.42917000e-001,1.10250000e+001,-3.42917000e-001,1.10250000e+001,-3.42917000e-001,
1.12000000e+001,-3.99100000e-001,1.12000000e+001,-3.99100000e-001,1.12000000e+001,-3.99100000e-001,
1.13750000e+001,-4.59889000e-001,1.13750000e+001,-4.59889000e-001,1.13750000e+001,-4.59889000e-001,
1.15500000e+001,-5.25536000e-001,1.15500000e+001,-5.25536000e-001,1.15500000e+001,-5.25536000e-001,
1.17250000e+001,-5.96298000e-001,1.17250000e+001,-5.96298000e-001,1.17250000e+001,-5.96298000e-001,
1.19000000e+001,-6.72430000e-001,1.19000000e+001,-6.72430000e-001,1.19000000e+001,-6.72430000e-001,
1.20750000e+001,-7.54183000e-001,1.20750000e+001,-7.54183000e-001,1.20750000e+001,-7.54183000e-001,
1.22500000e+001,-8.41803000e-001,1.22500000e+001,-8.41803000e-001,1.22500000e+001,-8.41803000e-001,
1.24250000e+001,-9.35524000e-001,1.24250000e+001,-9.35524000e-001,1.24250000e+001,-9.35524000e-001,
1.26000000e+001,-1.03557000e+000,1.26000000e+001,-1.03557000e+000,1.26000000e+001,-1.03557000e+000,
1.27750000e+001,-1.14213000e+000,1.27750000e+001,-1.14213000e+000,1.27750000e+001,-1.14213000e+000,
1.29500000e+001,-1.25538000e+000,1.29500000e+001,-1.25538000e+000,1.29500000e+001,-1.25538000e+000,
1.31250000e+001,-1.37546000e+000,1.31250000e+001,-1.37546000e+000,1.31250000e+001,-1.37546000e+000,
1.33000000e+001,-1.50246000e+000,1.33000000e+001,-1.50246000e+000,1.33000000e+001,-1.50246000e+000,
1.34750000e+001,-1.63642000e+000,1.34750000e+001,-1.63642000e+000,1.34750000e+001,-1.63642000e+000,
1.36500000e+001,-1.77731000e+000,1.36500000e+001,-1.77731000e+000,1.36500000e+001,-1.77731000e+000,
1.38250000e+001,-1.92504000e+000,1.38250000e+001,-1.92504000e+000,1.38250000e+001,-1.92504000e+000,
1.40000000e+001,-2.07942000e+000,1.40000000e+001,-2.07942000e+000,1.40000000e+001,-2.07942000e+000,
1.41750000e+001,-2.24012000e+000,1.41750000e+001,-2.24012000e+000,1.41750000e+001,-2.24012000e+000,
1.43500000e+001,-2.40673000e+000,1.43500000e+001,-2.40673000e+000,1.43500000e+001,-2.40673000e+000,
1.45250000e+001,-2.57866000e+000,1.45250000e+001,-2.57866000e+000,1.45250000e+001,-2.57866000e+000,
1.47000000e+001,-2.75514000e+000,1.47000000e+001,-2.75514000e+000,1.47000000e+001,-2.75514000e+000,
1.48750000e+001,-2.93521000e+000,1.48750000e+001,-2.93521000e+000,1.48750000e+001,-2.93521000e+000,
1.50500000e+001,-3.11770000e+000,1.50500000e+001,-3.11770000e+000,1.50500000e+001,-3.11770000e+000,
1.52250000e+001,-3.30112000e+000,1.52250000e+001,-3.30112000e+000,1.52250000e+001,-3.30112000e+000,
1.54000000e+001,-3.48373000e+000,1.54000000e+001,-3.48373000e+000,1.54000000e+001,-3.48373000e+000,
1.55750000e+001,-3.66341000e+000,1.55750000e+001,-3.66341000e+000,1.55750000e+001,-3.66341000e+000,
1.57500000e+001,-3.83769000e+000,1.57500000e+001,-3.83769000e+000,1.57500000e+001,-3.83769000e+000,
1.59250000e+001,-4.00364000e+000,1.59250000e+001,-4.00364000e+000,1.59250000e+001,-4.00364000e+000,
1.61000000e+001,-4.15786000e+000,1.61000000e+001,-4.15786000e+000,1.61000000e+001,-4.15786000e+000,
1.62750000e+001,-4.29643000e+000,1.62750000e+001,-4.29643000e+000,1.62750000e+001,-4.29643000e+000,
1.64500000e+001,-4.41484000e+000,1.64500000e+001,-4.41484000e+000,1.64500000e+001,-4.41484000e+000,
1.66250000e+001,-4.50798000e+000,1.66250000e+001,-4.50798000e+000,1.66250000e+001,-4.50798000e+000,
1.68000000e+001,-4.57007000e+000,1.68000000e+001,-4.57007000e+000,1.68000000e+001,-4.57007000e+000,
1.69750000e+001,-4.59463000e+000,1.69750000e+001,-4.59463000e+000,1.69750000e+001,-4.59463000e+000,
1.71500000e+001,-4.57446000e+000,1.71500000e+001,-4.57446000e+000,1.71500000e+001,-4.57446000e+000,
1.73250000e+001,-4.50166000e+000,1.73250000e+001,-4.50166000e+000,1.73250000e+001,-4.50166000e+000,
1.75000000e+001,-4.36761000e+000,1.75000000e+001,-4.36761000e+000,1.75000000e+001,-4.36761000e+000,
1.76750000e+001,-4.16317000e+000,1.76750000e+001,-4.16317000e+000,1.76750000e+001,-4.16317000e+000,
1.78500000e+001,-3.87870000e+000,1.78500000e+001,-3.87870000e+000,1.78500000e+001,-3.87870000e+000,
1.80250000e+001,-3.50432000e+000,1.80250000e+001,-3.50432000e+000,1.80250000e+001,-3.50432000e+000,
1.82000000e+001,-3.03027000e+000,1.82000000e+001,-3.03027000e+000,1.82000000e+001,-3.03027000e+000,
1.83750000e+001,-2.44737000e+000,1.83750000e+001,-2.44737000e+000,1.83750000e+001,-2.44737000e+000,
1.85500000e+001,-1.74767000e+000,1.85500000e+001,-1.74767000e+000,1.85500000e+001,-1.74767000e+000,
1.87250000e+001,-9.25393000e-001,1.87250000e+001,-9.25393000e-001,1.87250000e+001,-9.25393000e-001,
1.89000000e+001,2.19213000e-002,1.89000000e+001,2.19213000e-002,1.89000000e+001,2.19213000e-002,
1.90750000e+001,1.09186000e+000,1.90750000e+001,1.09186000e+000,1.90750000e+001,1.09186000e+000,
1.92500000e+001,2.27530000e+000,1.92500000e+001,2.27530000e+000,1.92500000e+001,2.27530000e+000,
1.94250000e+001,3.55406000e+000,1.94250000e+001,3.55406000e+000,1.94250000e+001,3.55406000e+000,
1.96000000e+001,4.89847000e+000,1.96000000e+001,4.89847000e+000,1.96000000e+001,4.89847000e+000,
1.97750000e+001,6.26467000e+000,1.97750000e+001,6.26467000e+000,1.97750000e+001,6.26467000e+000,
1.99500000e+001,7.59226000e+000,1.99500000e+001,7.59226000e+000,1.99500000e+001,7.59226000e+000,
2.01250000e+001,8.80299000e+000,2.01250000e+001,8.80299000e+000,2.01250000e+001,8.80299000e+000,
