              X,              Y,
3.04500000e+001,-5.80998966e+001,
3.06250000e+001,-5.92717036e+001,
3.08000000e+001,-6.04401485e+001,
3.09750000e+001,-6.16055623e+001,
3.11500000e+001,-6.27682558e+001,
3.13250000e+001,-6.39291189e+001,
3.15000000e+001,-6.50892176e+001,
3.16750000e+001,-6.62496398e+001,
3.18500000e+001,-6.74118021e+001,
3.20250000e+001,-6.85772903e+001,
3.22000000e+001,-6.97480502e+001,
3.23750000e+001,-7.09265423e+001,
3.25500000e+001,-7.21158423e+001,
3.27250000e+001,-7.33199418e+001,
3.29000000e+001,-7.45441104e+001,
3.30750000e+001,-7.57950661e+001,
3.32500000e+001,-7.70825763e+001,
3.34250000e+001,-7.84187030e+001,
3.36000000e+001,-7.98208733e+001,
3.37750000e+001,-8.13179961e+001,
3.39500000e+001,-8.29381939e+001,
3.41250000e+001,-8.47481465e+001,
3.43000000e+001,-8.68601301e+001,
3.44750000e+001,-8.93177761e+001,
3.46500000e+001,-9.27387499e+001,
3.48250000e+001,-9.71098036e+001,
3.50000000e+001,-9.77013191e+001,
