              X,              Y,
2.73000000e+001,-1.45120490e+000,
2.74750000e+001,-1.45393991e+000,
2.76500000e+001,-1.45631995e+000,
2.78250000e+001,-1.45889891e+000,
2.80000000e+001,-1.46148471e+000,
2.81750000e+001,-1.46377092e+000,
2.83500000e+001,-1.46598343e+000,
2.85250000e+001,-1.46825874e+000,
2.87000000e+001,-1.47041337e+000,
2.88750000e+001,-1.47244132e+000,
2.90500000e+001,-1.47446866e+000,
2.92250000e+001,-1.47645153e+000,
2.94000000e+001,-1.47834210e+000,
2.95750000e+001,-1.48019821e+000,
2.97500000e+001,-1.48202515e+000,
2.99250000e+001,-1.48379339e+000,
3.01000000e+001,-1.48552315e+000,
3.02750000e+001,-1.48722554e+000,
3.04500000e+001,-1.48888822e+000,
3.06250000e+001,-1.49051824e+000,
3.08000000e+001,-1.49212237e+000,
3.09750000e+001,-1.49369657e+000,
3.11500000e+001,-1.49524365e+000,
3.13250000e+001,-1.49676640e+000,
3.15000000e+001,-1.49826334e+000,
3.16750000e+001,-1.49973521e+000,
3.18500000e+001,-1.50118178e+000,
3.20250000e+001,-1.50260150e+000,
3.22000000e+001,-1.50399312e+000,
3.23750000e+001,-1.50535426e+000,
3.25500000e+001,-1.50668180e+000,
3.27250000e+001,-1.50797188e+000,
3.29000000e+001,-1.50922184e+000,
3.30750000e+001,-1.51042392e+000,
3.32500000e+001,-1.51157231e+000,
3.34250000e+001,-1.51267587e+000,
3.36000000e+001,-1.51369151e+000,
3.37750000e+001,-1.51465337e+000,
3.39500000e+001,-1.51562178e+000,
3.41250000e+001,-1.51620428e+000,
3.43000000e+001,-1.51731735e+000,
3.44750000e+001,-1.51824937e+000,
3.46500000e+001,-1.51597075e+000,
3.48250000e+001,-1.52923759e+000,
